,1,2,3,4,5,6,7,8,9,output
0,0.024033040100867445,0.0,0.012031815154196424,0.6499999761581421,0.4712120532989502,0.6182412306467692,0.7,0.0,0.40000001589457196,1.0
1,0.14378796721279535,0.13522774134799756,0.1395317348315019,0.8999999761581421,0.12000000476837158,0.0,0.9,0.016666666915019352,0.3166666626930237,1.0
2,0.2625241063214429,0.02213742907398567,0.1487362584673445,0.056666672229766846,0.20688414573669434,0.19389649232228598,0.1,0.4333333174387614,0.4333333174387614,1.0
3,0.031010095915728186,0.07039909124038408,0.020147576503151472,0.20000001788139343,0.7542472362518311,0.12085604667663574,0.2,0.4333333174387614,0.40000001589457196,1.0
4,0.0,0.009558684010901514,0.0048058629771121865,0.19999998807907104,0.02856180667877197,0.04572411378224691,0.2,0.14999999602635702,0.08333333333333333,1.0
5,0.0,0.2647058897190534,0.1562650052347203,0.20000000298023224,0.2,0.47258154551188153,0.2,0.11666666467984517,0.0,1.0
6,0.03467239061561087,0.04941919089829361,0.04312843600677429,0.19999998807907104,0.12215547561645508,0.18956232070922852,0.2,0.4666666587193807,0.4333333174387614,1.0
7,0.19521679060842764,0.059493835434614555,0.13292864945139207,0.5333333611488342,0.4422166347503662,0.5206833283106486,0.6,0.26666667064030963,0.0,1.0
8,0.024033040100867445,0.0279323097206631,0.02669736631894352,0.29999998211860657,0.3117239952087402,0.10818274815877278,0.3,0.40000001589457196,0.25,1.0
9,0.0,0.1763395941355131,0.08979979157999259,0.09999999403953552,0.18685588836669922,0.009366035461425781,0.1,0.3333333333333333,0.4166666666666667,1.0
10,0.13606718164138795,0.2976431712199809,0.23780046880691422,0.09999999403953552,0.20391855239868165,0.08371134599049886,0.1,0.08333333333333333,0.08333333333333333,1.0
11,0.420970874864982,0.0,0.33123490537614575,0.10000000149011612,0.6,0.24031241734822592,0.1,0.14999999602635702,0.06666666766007741,1.0
12,0.0,0.04415482259550628,0.022172549304034124,0.6000000238418579,0.18856180906295777,0.24944382905960083,0.6,0.13333333532015482,0.0,1.0
13,0.1030915807703375,0.044093280582205296,0.030955266069946117,0.0,0.8640987396240234,0.18926763534545898,0.0,0.29999999205271405,0.20000000794728598,1.0
14,0.018374903859132003,0.09483583067658471,0.0386876830517342,0.0,0.017154932022094727,0.01429577668507894,0.0,0.6666666666666666,0.6333333253860474,1.0
15,0.446845640320158,0.420970874864982,0.0419118688272408,0.01666666567325592,0.0,0.12283992767333984,0.0,0.14999999602635702,0.11666666467984517,1.0
16,0.2669378750070635,0.04782413079478303,0.31634011096518216,0.3799999952316284,0.44622507095336916,0.07690918445587158,0.4,0.11666666467984517,0.34999998410542804,1.0
17,0.06849077154166795,0.27943284227555976,0.18127743921839046,0.5166666507720947,0.12359018325805664,0.35757970809936523,0.5,0.26666667064030963,0.4166666666666667,1.0
18,0.1615721927969661,0.0,0.09087806751762499,0.20000001788139343,0.25464401245117185,0.21079357465108237,0.2,0.18333333730697632,0.23333332935969034,1.0
19,0.365821074897881,0.2806095633368029,0.3248875904916612,0.19999998807907104,0.10894503593444824,0.16224181652069092,0.2,0.3333333333333333,0.34999998410542804,1.0
20,0.29827492354062374,0.23845873833257003,0.27701324776208275,0.18333333730697632,0.10659914016723633,0.0820624828338623,0.2,0.26666667064030963,0.23333332935969034,1.0
21,0.09668315578157305,0.08310005902312707,0.0899637964752396,0.30000001192092896,0.5898524761199951,0.1594241460164388,0.3,0.4666666587193807,0.5166666507720947,1.0
22,0.12292803713459698,0.014289843049516165,0.07044783669338713,0.9666666388511658,0.49959983825683596,0.4163331985473633,1.0,0.0,0.5333333412806193,1.0
23,0.011409647698282252,0.0006779665858946333,0.005266532870090471,0.041666626930236816,0.041341972351074216,0.13732139269510904,0.1,0.5999999841054281,0.6333333253860474,1.0
24,0.030341149197296306,0.0049030111181103,0.01261830240499416,0.25999999046325684,0.06776347160339355,0.22782385349273682,0.3,0.4666666587193807,0.5166666507720947,1.0
25,0.0030293295184423905,0.06373005435720028,0.03222065403545144,0.0,0.025357961654663086,0.02807903289794922,0.0,0.4333333174387614,0.45000000794728595,1.0
26,0.013046695887495694,0.06916765835500997,0.02881384356591267,0.0,0.07518289089202881,0.049867828687032066,0.0,0.3333333333333333,0.34999998410542804,1.0
27,0.420970874864982,0.0,0.33123490537614575,0.20000000298023224,0.6,0.6403124332427979,0.2,0.14999999602635702,0.0,1.0
28,0.11311368809422646,0.0,0.057031627571793746,0.0,0.41669697761535646,0.34724748134613037,0.0,0.25,0.2166666587193807,1.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333830038704,0.033333333830038704,1.0
30,0.047393140835957304,0.030604656388816022,0.03902164916896031,0.10000002384185791,0.05090494155883789,0.1377581755320231,0.1,0.6166666746139526,0.4833333492279053,1.0
31,0.09653402663656249,0.19879584991109767,0.14746388462453366,0.19999998807907104,0.39931573867797854,0.28331653277079266,0.2,0.18333333730697632,0.06666666766007741,1.0
32,0.18028627832586325,0.14298608291544418,0.16353667573501182,0.1666666865348816,0.088848876953125,0.09535002708435059,0.1,0.4833333492279053,0.36666667461395264,1.0
33,0.0,0.0,0.0,0.10000000149011612,0.0,0.10000000397364299,0.1,0.016666666915019352,0.0,1.0
34,0.0,0.0,0.0,0.10000000149011612,0.0,0.40000001589457196,0.1,0.0,0.06666666766007741,1.0
35,0.0739242924925694,0.0030716666469006314,0.03753079967227162,0.10000002384185791,0.09340567588806152,0.06639063358306885,0.1,0.2833333412806193,0.25,1.0
